TransactionID,Date,CustomerID,CustomerName,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,DiscountPercent,CostPerUnit,Revenue,Cost,Profit,InvoiceDate,PaymentDate,TermsDays,Status
10303,2025-05-27,CUST005,Omega Distributors,PROD002,Standard Gear Assembly,Hardware,12,80.0,0.0373,45.0,924.21,540.0,384.21,2025-05-27,2025-06-22,30,Paid
10304,2025-05-27,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,22,200.0,0.0437,120.0,4207.65,2640.0,1567.65,2025-05-27,2025-06-26,30,Paid
10305,2025-05-27,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,4,150.0,0.0593,90.0,564.42,360.0,204.42,2025-05-27,2025-06-26,30,Paid
10306,2025-05-29,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,12,500.0,0.0657,150.0,5605.96,1800.0,3805.96,2025-05-29,2025-07-07,30,Paid
10307,2025-05-29,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,8,500.0,0.0397,150.0,3841.34,1200.0,2641.34,2025-05-29,2025-08-04,30,Paid
10308,2025-05-30,CUST005,Omega Distributors,PROD002,Standard Gear Assembly,Hardware,13,80.0,0.0337,45.0,1004.95,585.0,419.95,2025-05-30,2025-07-07,30,Paid
10309,2025-05-30,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,17,200.0,0.0617,120.0,3190.17,2040.0,1150.17,2025-05-30,2025-06-24,30,Paid
10310,2025-06-01,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,14,150.0,0.0357,90.0,2025.09,1260.0,765.09,2025-06-01,2025-07-07,30,Paid
10311,2025-06-01,CUST002,Beta Retailers,PROD001,High-Performance Widget,Hardware,8,150.0,0.0806,90.0,1103.32,720.0,383.32,2025-06-01,2025-06-22,15,Paid
10312,2025-06-01,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,11,500.0,0.0112,150.0,5438.44,1650.0,3788.44,2025-06-01,2025-06-27,30,Paid
10313,2025-06-01,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,5,150.0,0.0937,90.0,679.75,450.0,229.75,2025-06-01,2025-07-08,30,Paid
10314,2025-06-01,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,6,10.0,0.018,9.5,58.92,57.0,1.92,2025-06-01,2025-07-20,30,Paid
10315,2025-06-04,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,30,80.0,0.048,45.0,2284.82,1350.0,934.82,2025-06-04,2025-07-09,30,Paid
10316,2025-06-04,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,27,80.0,0.0973,45.0,1949.81,1215.0,734.81,2025-06-04,2025-07-05,30,Paid
10317,2025-06-05,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,6,500.0,0.014,150.0,2958.1,900.0,2058.1,2025-06-05,2025-06-28,15,Paid
10318,2025-06-05,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,37,80.0,0.0673,45.0,2760.66,1665.0,1095.66,2025-06-05,2025-07-01,30,Paid
10319,2025-06-06,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,14,200.0,0.0963,120.0,2530.26,1680.0,850.26,2025-06-06,2025-07-15,30,Paid
10320,2025-06-06,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,11,80.0,0.0683,45.0,819.87,495.0,324.87,2025-06-06,2025-08-07,30,Paid
10321,2025-06-06,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,12,150.0,0.0113,90.0,1779.64,1080.0,699.64,2025-06-06,2025-08-14,30,Paid
10322,2025-06-06,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,1,150.0,0.0216,90.0,146.76,90.0,56.76,2025-06-06,2025-08-05,30,Paid
10323,2025-06-07,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,9,200.0,0.0107,120.0,1780.81,1080.0,700.81,2025-06-07,2025-06-28,15,Paid
10324,2025-06-07,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,18,150.0,0.0993,90.0,2431.8,1620.0,811.8,2025-06-07,2025-07-14,30,Paid
10325,2025-06-07,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,9,200.0,0.0109,120.0,1780.36,1080.0,700.36,2025-06-07,2025-07-18,45,Paid
10326,2025-06-07,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,6,500.0,0.0438,150.0,2868.55,900.0,1968.55,2025-06-07,2025-06-18,15,Paid
10327,2025-06-07,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,7,150.0,0.0436,90.0,1004.26,630.0,374.26,2025-06-07,2025-07-27,45,Paid
10328,2025-06-09,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,5,150.0,0.0325,90.0,725.66,450.0,275.66,2025-06-09,2025-08-04,30,Paid
10329,2025-06-09,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,3,200.0,0.0389,120.0,576.69,360.0,216.69,2025-06-09,2025-08-17,30,Paid
10330,2025-06-09,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,3,150.0,0.0227,90.0,439.77,270.0,169.77,2025-06-09,2025-08-18,30,Paid
10331,2025-06-09,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,2,80.0,0.0463,45.0,152.58,90.0,62.58,2025-06-09,2025-07-26,30,Paid
10332,2025-06-09,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,6,80.0,0.0914,45.0,436.12,270.0,166.12,2025-06-09,2025-08-21,30,Paid
10333,2025-06-10,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,25,200.0,0.058,120.0,4709.91,3000.0,1709.91,2025-06-10,2025-07-16,30,Paid
10334,2025-06-11,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,12,80.0,0.0956,45.0,868.27,540.0,328.27,2025-06-11,2025-08-15,30,Paid
10335,2025-06-11,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,24,200.0,0.0243,120.0,4683.13,2880.0,1803.13,2025-06-11,2025-07-16,30,Paid
10336,2025-06-11,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,5,500.0,0.0479,150.0,2380.2,750.0,1630.2,2025-06-11,2025-06-23,15,Paid
10337,2025-06-12,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,29,500.0,0.067,150.0,13528.36,4350.0,9178.36,2025-06-12,2025-07-19,30,Paid
10338,2025-06-13,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,4,80.0,0.0718,45.0,297.04,180.0,117.04,2025-06-13,2025-07-29,30,Paid
10339,2025-06-13,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,34,500.0,0.0522,150.0,16111.78,5100.0,11011.78,2025-06-13,2025-07-14,30,Paid
10340,2025-06-13,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,7,80.0,0.0525,45.0,530.59,315.0,215.59,2025-06-13,2025-08-03,30,Paid
10341,2025-06-15,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,13,500.0,0.0087,150.0,6443.42,1950.0,4493.42,2025-06-15,2025-07-15,30,Paid
10342,2025-06-17,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,22,80.0,0.0602,45.0,1654.12,990.0,664.12,2025-06-17,2025-07-17,30,Paid
10343,2025-06-17,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,9,500.0,0.0794,150.0,4142.82,1350.0,2792.82,2025-06-17,2025-08-15,30,Paid
10344,2025-06-17,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,9,80.0,0.084,45.0,659.53,405.0,254.53,2025-06-17,2025-08-08,30,Paid
10345,2025-06-19,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,33,500.0,0.0823,150.0,15142.69,4950.0,10192.69,2025-06-19,2025-07-25,30,Paid
10346,2025-06-20,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,4,10.0,0.015,9.5,39.4,38.0,1.4,2025-06-20,2025-08-05,45,Paid
10347,2025-06-21,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,21,150.0,0.0863,90.0,2878.22,1890.0,988.22,2025-06-21,2025-07-22,30,Paid
10348,2025-06-22,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,37,200.0,0.0206,120.0,7247.42,4440.0,2807.42,2025-06-22,2025-07-27,30,Paid
10349,2025-06-22,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,34,200.0,0.0497,120.0,6462.2,4080.0,2382.2,2025-06-22,2025-07-18,30,Paid
10350,2025-06-22,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,12,200.0,0.0443,120.0,2293.75,1440.0,853.75,2025-06-22,2025-07-29,30,Paid
10351,2025-06-22,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,11,150.0,0.0991,90.0,1486.44,990.0,496.44,2025-06-22,2025-08-12,45,Paid
10352,2025-06-23,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,19,80.0,0.0906,45.0,1382.36,855.0,527.36,2025-06-23,2025-07-30,30,Paid
10353,2025-06-23,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,13,200.0,0.0192,120.0,2550.11,1560.0,990.11,2025-06-23,2025-07-25,30,Paid
10354,2025-06-23,CUST002,Beta Retailers,PROD001,High-Performance Widget,Hardware,7,150.0,0.0069,90.0,1042.71,630.0,412.71,2025-06-23,2025-07-03,15,Paid
10355,2025-06-23,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,5,500.0,0.007,150.0,2482.52,750.0,1732.52,2025-06-23,2025-08-06,45,Paid
10356,2025-06-23,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,31,80.0,0.0231,45.0,2422.75,1395.0,1027.75,2025-06-23,2025-07-27,30,Paid
10357,2025-06-24,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,21,80.0,0.0662,45.0,1568.81,945.0,623.81,2025-06-24,2025-07-19,30,Paid
10358,2025-06-24,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,8,500.0,0.058,150.0,3767.81,1200.0,2567.81,2025-06-24,2025-07-28,30,Paid
10359,2025-06-25,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,9,200.0,0.017,120.0,1769.31,1080.0,689.31,2025-06-25,2025-07-29,30,Paid
10360,2025-06-25,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,25,150.0,0.0001,90.0,3749.54,2250.0,1499.54,2025-06-25,2025-07-31,30,Paid
10361,2025-06-25,CUST005,Omega Distributors,PROD003,Low-Margin Bulk Connector,Hardware,14,10.0,0.0235,9.5,136.72,133.0,3.72,2025-06-25,2025-07-31,30,Paid
10362,2025-06-26,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,17,200.0,0.0769,120.0,3138.68,2040.0,1098.68,2025-06-26,2025-07-21,30,Paid
10363,2025-06-26,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,4,200.0,0.0624,120.0,750.11,480.0,270.11,2025-06-26,2025-08-06,45,Paid
10364,2025-06-28,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,2,500.0,0.0063,150.0,993.69,300.0,693.69,2025-06-28,2025-08-10,45,Paid
10365,2025-06-28,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,11,80.0,0.0381,45.0,846.48,495.0,351.48,2025-06-28,2025-07-24,30,Paid
10366,2025-06-28,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,1,150.0,0.0306,90.0,145.42,90.0,55.42,2025-06-28,2025-07-26,30,Paid
10367,2025-06-28,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,27,80.0,0.0516,45.0,2048.61,1215.0,833.61,2025-06-28,2025-07-25,30,Paid
10368,2025-06-29,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,5,500.0,0.0391,150.0,2402.24,750.0,1652.24,2025-06-29,2025-07-20,15,Paid
10369,2025-06-29,CUST005,Omega Distributors,PROD002,Standard Gear Assembly,Hardware,6,80.0,0.0817,45.0,440.76,270.0,170.76,2025-06-29,2025-07-26,30,Paid
10370,2025-06-29,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,14,80.0,0.0721,45.0,1039.2,630.0,409.2,2025-06-29,2025-08-15,30,Paid
10371,2025-06-29,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,14,500.0,0.0081,150.0,6943.36,2100.0,4843.36,2025-06-29,2025-08-12,45,Paid
10372,2025-06-29,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,12,10.0,0.0346,9.5,115.85,114.0,1.85,2025-06-29,2025-07-27,30,Paid
10373,2025-06-30,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,2,150.0,0.0133,90.0,296.02,180.0,116.02,2025-06-30,2025-09-15,30,Paid
10374,2025-07-01,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,14,150.0,0.0898,90.0,1911.37,1260.0,651.37,2025-07-01,2025-08-17,30,Paid
10375,2025-07-01,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,13,150.0,0.0368,90.0,1878.33,1170.0,708.33,2025-07-01,2025-08-02,30,Paid
10376,2025-07-01,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,9,500.0,0.0233,150.0,4395.35,1350.0,3045.35,2025-07-01,2025-07-23,15,Paid
10377,2025-07-02,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,13,500.0,0.0936,150.0,5891.31,1950.0,3941.31,2025-07-02,2025-08-14,45,Paid
10378,2025-07-02,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,6,500.0,0.0,150.0,2999.9,900.0,2099.9,2025-07-02,2025-07-22,15,Paid
10379,2025-07-02,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,7,500.0,0.0152,150.0,3446.79,1050.0,2396.79,2025-07-02,2025-08-20,30,Paid
10380,2025-07-03,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,39,150.0,0.0995,90.0,5268.0,3510.0,1758.0,2025-07-03,2025-08-09,30,Paid
10381,2025-07-03,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,7,150.0,0.0239,90.0,1024.89,630.0,394.89,2025-07-03,2025-09-20,30,Paid
10382,2025-07-04,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,25,10.0,0.0692,9.5,232.71,237.5,-4.79,2025-07-04,2025-07-29,30,Paid
10383,2025-07-04,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,5,150.0,0.0615,90.0,703.86,450.0,253.86,2025-07-04,2025-09-15,30,Paid
10384,2025-07-04,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,6,500.0,0.0426,150.0,2872.17,900.0,1972.17,2025-07-04,2025-09-23,30,Paid
10385,2025-07-04,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,3,200.0,0.0368,120.0,577.93,360.0,217.93,2025-07-04,2025-08-09,30,Paid
10386,2025-07-05,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,13,200.0,0.0769,120.0,2399.98,1560.0,839.98,2025-07-05,2025-08-27,45,Paid
10387,2025-07-05,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,31,10.0,0.079,9.5,285.5,294.5,-9.0,2025-07-05,2025-08-03,30,Paid
10388,2025-07-05,CUST004,Zeta Enterprises,PROD002,Standard Gear Assembly,Hardware,8,80.0,0.0535,45.0,605.74,360.0,245.74,2025-07-05,2025-08-14,45,Paid
10389,2025-07-05,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,22,80.0,0.0976,45.0,1588.25,990.0,598.25,2025-07-05,2025-07-31,30,Paid
10390,2025-07-05,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,12,500.0,0.0266,150.0,5840.49,1800.0,4040.49,2025-07-05,2025-08-09,30,Paid
10391,2025-07-06,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,10,200.0,0.0127,120.0,1974.56,1200.0,774.56,2025-07-06,2025-08-16,45,Paid
10392,2025-07-06,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,17,500.0,0.0811,150.0,7810.92,2550.0,5260.92,2025-07-06,2025-08-12,30,Paid
10393,2025-07-06,CUST002,Beta Retailers,PROD002,Standard Gear Assembly,Hardware,5,80.0,0.0956,45.0,361.75,225.0,136.75,2025-07-06,2025-07-16,15,Paid
10394,2025-07-06,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,8,150.0,0.0315,90.0,1162.15,720.0,442.15,2025-07-06,2025-07-31,30,Paid
10395,2025-07-07,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,1,200.0,0.0841,120.0,183.18,120.0,63.18,2025-07-07,2025-07-26,15,Paid
10396,2025-07-08,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,11,500.0,0.0495,150.0,5227.5,1650.0,3577.5,2025-07-08,2025-08-24,45,Paid
10397,2025-07-08,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,1,150.0,0.0067,90.0,149.0,90.0,59.0,2025-07-08,2025-08-09,30,Paid
10398,2025-07-08,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,12,200.0,0.0512,120.0,2277.07,1440.0,837.07,2025-07-08,2025-08-06,30,Paid
10399,2025-07-09,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,22,10.0,0.0802,9.5,202.35,209.0,-6.65,2025-07-09,2025-08-05,30,Paid
10400,2025-07-09,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,30,200.0,0.0388,120.0,5767.44,3600.0,2167.44,2025-07-09,2025-08-17,30,Paid
10401,2025-07-09,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,24,10.0,0.0942,9.5,217.38,228.0,-10.62,2025-07-09,2025-08-05,30,Paid
10402,2025-07-09,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,14,10.0,0.055,9.5,132.31,133.0,-0.69,2025-07-09,2025-08-08,30,Paid
10403,2025-07-10,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,17,500.0,0.0769,150.0,7846.16,2550.0,5296.16,2025-07-10,2025-08-12,30,Paid
10404,2025-07-12,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,1,10.0,0.0255,9.5,9.74,9.5,0.24,2025-07-12,2025-08-29,30,Paid
10405,2025-07-13,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,32,150.0,0.0042,90.0,4779.86,2880.0,1899.86,2025-07-13,2025-08-08,30,Paid
10406,2025-07-13,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,36,500.0,0.098,150.0,16236.05,5400.0,10836.05,2025-07-13,2025-08-12,30,Paid
10407,2025-07-13,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,2,500.0,0.0128,150.0,987.19,300.0,687.19,2025-07-13,2025-08-06,15,Paid
10408,2025-07-13,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,18,80.0,0.0372,45.0,1386.41,810.0,576.41,2025-07-13,2025-08-17,30,Paid
10409,2025-07-13,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,9,80.0,0.0164,45.0,708.21,405.0,303.21,2025-07-13,2025-09-25,30,Paid
10410,2025-07-14,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,26,10.0,0.0646,9.5,243.21,247.0,-3.79,2025-07-14,2025-08-10,30,Paid
10411,2025-07-14,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,12,150.0,0.0919,90.0,1634.59,1080.0,554.59,2025-07-14,2025-09-14,30,Paid
10412,2025-07-14,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,14,200.0,0.0842,120.0,2564.24,1680.0,884.24,2025-07-14,2025-10-06,30,Paid
10413,2025-07-15,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,11,500.0,0.032,150.0,5323.97,1650.0,3673.97,2025-07-15,2025-08-29,45,Paid
10414,2025-07-15,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,13,500.0,0.0728,150.0,6026.83,1950.0,4076.83,2025-07-15,2025-08-10,30,Paid
10415,2025-07-15,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,27,500.0,0.0214,150.0,13211.76,4050.0,9161.76,2025-07-15,2025-08-11,30,Paid
10416,2025-07-15,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,31,500.0,0.0542,150.0,14659.53,4650.0,10009.53,2025-07-15,2025-08-21,30,Paid
10417,2025-07-15,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,6,10.0,0.0565,9.5,56.61,57.0,-0.39,2025-07-15,2025-09-05,45,Paid
10418,2025-07-16,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,5,150.0,0.016,90.0,737.99,450.0,287.99,2025-07-16,2025-08-19,30,Paid
10419,2025-07-16,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,12,150.0,0.0726,90.0,1669.24,1080.0,589.24,2025-07-16,2025-08-30,30,Paid
10420,2025-07-16,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,11,10.0,0.0204,9.5,107.76,104.5,3.26,2025-07-16,2025-08-19,30,Paid
10421,2025-07-16,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,11,10.0,0.0688,9.5,102.43,104.5,-2.07,2025-07-16,2025-09-06,45,Paid
10422,2025-07-16,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,6,500.0,0.0848,150.0,2745.59,900.0,1845.59,2025-07-16,2025-09-10,30,Paid
10423,2025-07-18,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,34,80.0,0.0678,45.0,2535.48,1530.0,1005.48,2025-07-18,2025-08-14,30,Paid
10424,2025-07-18,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,5,10.0,0.0125,9.5,49.38,47.5,1.88,2025-07-18,2025-09-10,45,Paid
10425,2025-07-18,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,10,500.0,0.0886,150.0,4556.9,1500.0,3056.9,2025-07-18,2025-07-30,15,Paid
10426,2025-07-18,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,17,200.0,0.0178,120.0,3339.35,2040.0,1299.35,2025-07-18,2025-08-21,30,Paid
10427,2025-07-18,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,12,500.0,0.0794,150.0,5523.48,1800.0,3723.48,2025-07-18,2025-09-20,30,Paid
10428,2025-07-20,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,8,10.0,0.0104,9.5,79.17,76.0,3.17,2025-07-20,2025-09-06,30,Paid
10429,2025-07-20,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,27,80.0,0.0602,45.0,2029.94,1215.0,814.94,2025-07-20,2025-08-25,30,Paid
10430,2025-07-20,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,14,150.0,0.0149,90.0,2068.71,1260.0,808.71,2025-07-20,2025-09-05,45,Paid
10431,2025-07-21,CUST004,Zeta Enterprises,PROD002,Standard Gear Assembly,Hardware,6,80.0,0.021,45.0,469.93,270.0,199.93,2025-07-21,2025-09-02,45,Paid
10432,2025-07-21,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,4,200.0,0.0122,120.0,790.21,480.0,310.21,2025-07-21,2025-10-06,30,Paid
10433,2025-07-21,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,36,500.0,0.0801,150.0,16557.54,5400.0,11157.54,2025-07-21,2025-08-29,30,Paid
10434,2025-07-21,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,6,500.0,0.0643,150.0,2807.23,900.0,1907.23,2025-07-21,2025-08-15,30,Paid
10435,2025-07-22,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,6,10.0,0.0991,9.5,54.05,57.0,-2.95,2025-07-22,2025-09-15,30,Paid
10436,2025-07-22,CUST004,Zeta Enterprises,PROD002,Standard Gear Assembly,Hardware,5,80.0,0.0184,45.0,392.62,225.0,167.62,2025-07-22,2025-09-12,45,Paid
10437,2025-07-22,CUST005,Omega Distributors,PROD003,Low-Margin Bulk Connector,Hardware,13,10.0,0.07,9.5,120.9,123.5,-2.6,2025-07-22,2025-08-29,30,Paid
10438,2025-07-22,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,6,200.0,0.0518,120.0,1137.83,720.0,417.83,2025-07-22,2025-09-12,45,Paid
10439,2025-07-22,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,10,10.0,0.0853,9.5,91.47,95.0,-3.53,2025-07-22,2025-09-09,45,Paid
10440,2025-07-23,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,4,200.0,0.0803,120.0,735.79,480.0,255.79,2025-07-23,2025-08-11,15,Paid
10441,2025-07-23,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,6,500.0,0.0631,150.0,2810.65,900.0,1910.65,2025-07-23,2025-08-30,30,Paid
10442,2025-07-24,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,4,150.0,0.0766,90.0,554.07,360.0,194.07,2025-07-24,2025-08-23,30,Paid
10443,2025-07-25,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,9,500.0,0.0751,150.0,4161.88,1350.0,2811.88,2025-07-25,2025-10-01,30,Paid
10444,2025-07-25,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,14,200.0,0.0283,120.0,2720.83,1680.0,1040.83,2025-07-25,2025-08-13,15,Paid
10445,2025-07-25,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,12,500.0,0.0276,150.0,5834.63,1800.0,4034.63,2025-07-25,2025-09-01,30,Paid
10446,2025-07-25,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,22,80.0,0.0268,45.0,1712.81,990.0,722.81,2025-07-25,2025-08-27,30,Paid
10447,2025-07-25,CUST002,Beta Retailers,PROD003,Low-Margin Bulk Connector,Hardware,4,10.0,0.062,9.5,37.52,38.0,-0.48,2025-07-25,2025-08-14,15,Paid
10448,2025-07-27,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,11,150.0,0.0347,90.0,1592.69,990.0,602.69,2025-07-27,2025-09-24,30,Paid
10449,2025-07-27,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,33,10.0,0.056,9.5,311.51,313.5,-1.99,2025-07-27,2025-08-27,30,Paid
10450,2025-07-27,CUST002,Beta Retailers,PROD002,Standard Gear Assembly,Hardware,12,80.0,0.0788,45.0,884.38,540.0,344.38,2025-07-27,2025-08-19,15,Paid
10451,2025-07-27,CUST004,Zeta Enterprises,PROD002,Standard Gear Assembly,Hardware,5,80.0,0.0257,45.0,389.74,225.0,164.74,2025-07-27,2025-09-07,45,Paid
