transaction_date,transaction_id,customer_id,product_name,quantity,revenue,cost,discount_percent,days_to_pay
2026-04-26,TXN-101025,CUST-042,Product J,16,4041.34,3232,15,23
2025-04-11,TXN-101026,CUST-044,Product M,255,38296.9,23205,5,20
2026-05-30,TXN-101027,CUST-056,Product M,178,32749.58,22250,12,11
2026-05-24,TXN-101028,CUST-037,Product K,43,35956.52,20210,5,13
2025-02-18,TXN-101029,CUST-012,Product E,298,100420.47,73010,25,27
2025-04-08,TXN-101030,CUST-061,Product J,177,30597.65,31683,20,18
2025-08-03,TXN-101031,CUST-039,Product F,44,24292.1,16412,20,18
2025-11-17,TXN-101032,CUST-059,Product D,217,57995.58,53165,20,26
2025-07-04,TXN-101033,CUST-074,Product O,14,8833.54,5054,0,20
2025-08-07,TXN-101034,CUST-079,Product K,244,67255.41,43188,20,29
2026-03-21,TXN-101035,CUST-026,Product O,294,163062,121128,20,16
2026-04-19,TXN-101036,CUST-056,Product C,128,24051.78,14976,10,18
2025-11-23,TXN-101037,CUST-035,Product N,37,15145.72,13468,15,14
2025-06-14,TXN-101038,CUST-025,Product E,125,41764.95,30875,0,5
2025-09-09,TXN-101039,CUST-055,Product M,163,59969.05,45151,15,25
2025-02-07,TXN-101040,CUST-036,Product D,86,17539.45,15394,10,26
2025-06-30,TXN-101041,CUST-008,Product K,26,16620.58,10634,0,37
2025-11-18,TXN-101042,CUST-047,Product J,157,77608.31,75831,15,26
2025-04-03,TXN-101043,CUST-016,Product G,76,12112.75,12160,20,21
2026-06-22,TXN-101044,CUST-016,Product E,259,117238.04,127428,25,29
2025-11-17,TXN-101045,CUST-055,Product F,204,156459.66,92208,5,11
2025-05-28,TXN-101046,CUST-053,Product B,94,22676.23,14006,18,13
2025-02-27,TXN-101047,CUST-041,Product H,278,112039.54,64218,0,22
2026-03-10,TXN-101048,CUST-047,Product H,131,45240.64,23842,0,20
2026-01-12,TXN-101049,CUST-005,Product N,162,10318.92,8100,25,58
2025-02-25,TXN-101050,CUST-047,Product L,127,31289.55,21463,10,30
2025-05-05,TXN-101051,CUST-051,Product I,126,92102.76,60354,0,13
2025-11-05,TXN-101052,CUST-057,Product B,125,31891.88,24000,0,25
2025-11-21,TXN-101053,CUST-063,Product O,213,111481.42,94572,0,20
2026-02-27,TXN-101054,CUST-021,Product O,175,107479.32,71225,0,27
2025-09-25,TXN-101055,CUST-042,Product I,38,10083.76,8360,20,19
2025-01-29,TXN-101056,CUST-018,Product M,31,15859.29,11408,18,5
2026-02-15,TXN-101057,CUST-021,Product D,161,52789.9,32200,0,12
2026-06-13,TXN-101058,CUST-041,Product L,71,47240.42,33583,15,19
2026-05-05,TXN-101059,CUST-042,Product N,73,12289.19,12629,25,30
2025-10-16,TXN-101060,CUST-049,Product D,48,15036.42,12096,15,23
2025-08-18,TXN-101061,CUST-012,Product A,16,8398.2,5200,5,19
2025-07-23,TXN-101062,CUST-077,Product E,91,7495.77,5915,15,13
2025-06-02,TXN-101063,CUST-002,Product B,193,47922.85,24511,0,57
2026-06-23,TXN-101064,CUST-029,Product G,237,189019.17,109731,0,27
2025-07-28,TXN-101065,CUST-017,Product D,141,39993.6,26367,15,18
2025-07-31,TXN-101066,CUST-054,Product J,115,70032.61,53015,5,10
2026-02-23,TXN-101067,CUST-031,Product M,79,5362.35,4266,10,24
2026-04-07,TXN-101068,CUST-011,Product O,132,40786.14,30228,18,5
2026-04-26,TXN-101069,CUST-050,Product C,170,94677.93,66980,5,27
2026-03-10,TXN-101070,CUST-007,Product L,136,12890.9,10472,0,45
2025-08-29,TXN-101071,CUST-006,Product H,186,95131.78,65100,25,35
2025-09-17,TXN-101072,CUST-017,Product I,200,67635.69,38800,12,22
2025-02-12,TXN-101073,CUST-044,Product J,96,17627.68,16608,18,19
2025-05-16,TXN-101074,CUST-034,Product B,167,107739.49,67301,0,8
2025-11-17,TXN-101075,CUST-047,Product A,70,35142.89,20650,10,18
2025-10-17,TXN-101076,CUST-067,Product O,139,81924.02,49067,10,15
2026-03-23,TXN-101077,CUST-020,Product O,89,26057.08,17889,18,22
2026-03-27,TXN-101078,CUST-005,Product A,101,14016.81,11716,0,50
2025-09-24,TXN-101079,CUST-006,Product C,244,65703.71,64172,18,49
2026-01-01,TXN-101080,CUST-019,Product L,292,129431.8,84096,0,8
2025-12-24,TXN-101081,CUST-066,Product B,109,73409.92,52756,0,13
2025-08-06,TXN-101082,CUST-054,Product J,7,3897.34,2163,0,7
2025-09-10,TXN-101083,CUST-004,Product M,260,108643.75,100360,12,44
2025-05-05,TXN-101084,CUST-042,Product G,196,130027.08,67032,0,9
2025-01-30,TXN-101085,CUST-059,Product B,240,160287.9,111600,18,25
2025-10-03,TXN-101086,CUST-058,Product J,7,2155.94,1456,25,15
2025-05-13,TXN-101087,CUST-008,Product D,29,19489.47,13050,12,58
2025-03-14,TXN-101088,CUST-031,Product I,200,25909.12,17400,0,29
2026-02-13,TXN-101089,CUST-052,Product B,15,8053.5,7140,15,14
2025-06-07,TXN-101090,CUST-078,Product B,157,75284.95,45687,10,9
2026-01-03,TXN-101091,CUST-063,Product K,54,34958.37,25164,5,19
2026-02-02,TXN-101092,CUST-055,Product H,142,77329.65,46576,0,30
2026-01-13,TXN-101093,CUST-006,Product J,100,44175.38,26200,0,51
2025-12-16,TXN-101094,CUST-064,Product H,119,76523.51,44149,0,21
2026-06-22,TXN-101095,CUST-039,Product B,153,53266.41,42687,18,9
2025-05-11,TXN-101096,CUST-038,Product K,158,85930.12,74260,15,23
2025-02-18,TXN-101097,CUST-055,Product I,44,3518.01,2772,20,18
2025-04-07,TXN-101098,CUST-075,Product H,296,165863.36,134976,10,7
2026-05-31,TXN-101099,CUST-024,Product A,63,45200.68,26397,0,17
2025-02-16,TXN-101100,CUST-076,Product B,218,163711.69,106384,12,28
2026-04-11,TXN-101101,CUST-024,Product M,235,136355.77,84365,12,11
2025-07-09,TXN-101102,CUST-069,Product B,137,97478.57,66582,15,5
2025-01-06,TXN-101103,CUST-059,Product G,64,3128.59,2944,18,27
2026-02-19,TXN-101104,CUST-047,Product N,254,62248.97,49530,25,27
2026-02-09,TXN-101105,CUST-025,Product M,159,16779.49,13356,0,8
2025-01-17,TXN-101106,CUST-019,Product L,101,46525.61,48379,18,25
2025-09-05,TXN-101107,CUST-019,Product G,280,38475.36,38360,18,20
2026-03-09,TXN-101108,CUST-063,Product A,64,12575.87,8000,18,20
2025-01-21,TXN-101109,CUST-073,Product N,235,97240.03,79665,10,17
2025-02-22,TXN-101110,CUST-054,Product F,9,1186.5,828,15,20
2025-10-25,TXN-101111,CUST-079,Product A,254,72660,61976,25,26
2026-05-15,TXN-101112,CUST-041,Product D,36,9760.82,11160,25,22
2025-03-07,TXN-101113,CUST-080,Product E,218,137360.43,107910,18,25
2025-12-22,TXN-101114,CUST-061,Product H,228,13939.65,11400,5,16
2026-03-25,TXN-101115,CUST-078,Product D,264,58248.55,40128,12,27
2026-04-25,TXN-101116,CUST-047,Product C,155,94783.29,63550,15,30
2026-04-29,TXN-101117,CUST-062,Product M,87,41303.56,31146,0,9
2025-06-27,TXN-101118,CUST-064,Product D,85,39659.85,29750,15,14
2025-08-29,TXN-101119,CUST-034,Product D,290,32655.34,18560,12,16
2025-06-12,TXN-101120,CUST-056,Product C,262,23702.59,14672,12,8
2025-08-21,TXN-101121,CUST-046,Product B,292,61867.03,44968,12,29
2025-02-17,TXN-101122,CUST-078,Product M,290,78065.48,51040,20,26
2025-04-17,TXN-101123,CUST-014,Product L,30,14486.78,7920,0,30
2025-04-15,TXN-101124,CUST-016,Product N,292,28164.51,17812,0,11
2026-01-06,TXN-101125,CUST-064,Product C,154,75542.13,61908,20,28
2025-04-12,TXN-101126,CUST-026,Product C,191,74407.2,40301,0,19
2026-03-02,TXN-101127,CUST-044,Product M,8,2012.82,1320,18,14
2026-06-02,TXN-101128,CUST-047,Product C,48,10531.15,8448,15,25
2025-09-09,TXN-101129,CUST-055,Product C,276,128030.61,70380,0,18
2026-02-24,TXN-101130,CUST-004,Product O,239,159051.65,113764,12,49
2025-05-30,TXN-101131,CUST-011,Product M,10,7469.71,4070,0,15
2025-11-19,TXN-101132,CUST-020,Product G,89,28034.02,23318,0,23
2025-03-01,TXN-101133,CUST-039,Product K,271,62378.61,51761,20,28
2025-11-18,TXN-101134,CUST-079,Product O,181,11805.53,7964,20,9
2026-02-18,TXN-101135,CUST-057,Product H,110,65728.09,54340,25,27
2025-12-20,TXN-101136,CUST-011,Product O,212,109869.41,92644,10,6
2025-12-09,TXN-101137,CUST-028,Product G,69,37874.75,21114,10,7
2026-06-08,TXN-101138,CUST-003,Product I,164,72245.01,50184,0,35
2025-09-22,TXN-101139,CUST-015,Product D,160,79403.04,65760,20,28
2025-03-03,TXN-101140,CUST-016,Product N,195,49672.34,33540,12,6
2025-05-08,TXN-101141,CUST-044,Product H,157,76152.01,52281,18,12
2025-08-28,TXN-101142,CUST-018,Product F,158,37638.39,29230,25,27
2026-01-22,TXN-101143,CUST-025,Product I,131,13054.11,12183,25,29
2026-01-05,TXN-101144,CUST-011,Product H,55,9434.75,6325,15,7
2025-03-05,TXN-101145,CUST-048,Product G,71,26775.26,20093,0,26
2026-06-23,TXN-101146,CUST-075,Product G,291,144741.73,88755,10,20
2026-03-10,TXN-101147,CUST-019,Product H,255,208741.62,105570,0,21
2025-05-11,TXN-101148,CUST-068,Product H,239,39983.68,25334,20,8
2025-08-06,TXN-101149,CUST-048,Product H,247,19746.81,13832,20,8
2026-02-23,TXN-101150,CUST-067,Product B,66,24726.5,15114,0,9
2025-05-01,TXN-101151,CUST-004,Product F,161,42932.26,37191,18,60
2025-05-27,TXN-101152,CUST-037,Product C,220,24663.48,14080,10,11
2025-07-07,TXN-101153,CUST-009,Product N,255,11537.11,10455,12,36
2026-03-04,TXN-101154,CUST-049,Product H,298,84682.04,59004,12,20
2025-05-16,TXN-101155,CUST-058,Product M,75,30990.8,22350,18,9
2025-11-30,TXN-101156,CUST-044,Product B,214,58353.51,50932,15,22
2025-02-16,TXN-101157,CUST-022,Product K,231,133166.84,96096,0,27
2025-01-26,TXN-101158,CUST-011,Product J,163,72420.53,53301,20,11
2025-02-24,TXN-101159,CUST-003,Product J,272,52912.61,36992,20,38
2025-07-04,TXN-101160,CUST-057,Product A,145,63686.28,64090,25,7
2025-11-25,TXN-101161,CUST-044,Product G,28,15340.06,8148,0,18
2025-07-04,TXN-101162,CUST-033,Product G,17,11088.7,8160,15,7
2025-04-28,TXN-101163,CUST-033,Product B,282,49480.05,35532,0,29
2025-04-02,TXN-101164,CUST-079,Product C,162,69376.61,40176,0,15
2025-07-05,TXN-101165,CUST-019,Product A,34,8510.39,6528,12,18
2025-11-28,TXN-101166,CUST-026,Product E,197,174630.42,91211,0,12
2025-08-31,TXN-101167,CUST-035,Product H,265,177807.63,112625,0,6
2025-11-22,TXN-101168,CUST-053,Product H,288,86111.59,71424,0,25
2025-08-28,TXN-101169,CUST-013,Product O,14,3012.56,2478,25,12
2025-05-09,TXN-101170,CUST-027,Product E,295,89494.28,73160,20,30
2025-05-26,TXN-101171,CUST-055,Product F,281,51401.58,35406,20,22
2026-04-08,TXN-101172,CUST-038,Product A,5,2641.87,2280,25,25
2025-06-21,TXN-101173,CUST-049,Product A,35,12453.21,10010,10,16
2025-08-06,TXN-101174,CUST-073,Product J,266,46542.3,48944,20,7
2025-11-04,TXN-101175,CUST-072,Product B,207,103096.06,82179,0,13
2026-03-19,TXN-101176,CUST-034,Product D,263,147948.31,118350,12,29
2026-04-09,TXN-101177,CUST-027,Product E,130,86089.49,49270,12,19
2025-12-03,TXN-101178,CUST-061,Product A,73,39176.37,27010,25,5
2025-01-10,TXN-101179,CUST-051,Product K,93,31055.2,23343,18,22
2025-03-25,TXN-101180,CUST-016,Product M,44,13368.95,13860,18,16
2026-01-21,TXN-101181,CUST-016,Product N,188,58194.43,44744,0,19
2026-01-15,TXN-101182,CUST-036,Product O,103,31845.03,27501,0,26
2026-01-02,TXN-101183,CUST-029,Product D,51,35060.34,23307,10,12
2026-05-21,TXN-101184,CUST-027,Product F,23,4952.66,4209,25,5
2025-07-20,TXN-101185,CUST-065,Product N,207,28160.05,19872,25,20
2025-06-24,TXN-101186,CUST-073,Product I,104,52283.65,39208,25,10
2025-03-08,TXN-101187,CUST-073,Product J,70,31967.96,29470,10,12
2026-06-20,TXN-101188,CUST-069,Product L,145,37429.05,20010,0,24
2025-09-16,TXN-101189,CUST-007,Product K,291,186905.55,143172,15,45
2026-03-19,TXN-101190,CUST-060,Product N,213,38446.13,38340,20,20
2026-01-06,TXN-101191,CUST-036,Product I,27,23420.19,13284,0,18
2026-04-05,TXN-101192,CUST-074,Product F,7,2209.9,1680,0,30
2025-01-26,TXN-101193,CUST-032,Product L,120,71223.26,47160,0,11
2025-06-18,TXN-101194,CUST-004,Product F,164,19862.18,11808,0,50
2026-03-19,TXN-101195,CUST-033,Product M,17,9378.12,5831,12,12
2025-04-21,TXN-101196,CUST-067,Product H,127,44428.5,27178,12,30
2025-08-31,TXN-101197,CUST-075,Product B,229,99654.65,98699,18,8
2025-03-29,TXN-101198,CUST-017,Product A,22,7259.89,5126,0,6
2026-03-29,TXN-101199,CUST-014,Product A,159,94152.58,55968,0,26
2025-02-27,TXN-101200,CUST-013,Product I,31,9374.37,5890,15,24
2026-02-25,TXN-101201,CUST-080,Product D,10,3413.28,2720,15,24
2025-04-14,TXN-101202,CUST-025,Product F,18,5837.12,4896,25,8
2025-04-16,TXN-101203,CUST-074,Product A,39,23141.59,13377,5,9
2026-06-06,TXN-101204,CUST-057,Product E,186,55464.27,47430,25,10
2025-09-06,TXN-101205,CUST-056,Product C,27,1783.96,1890,25,21
2026-01-02,TXN-101206,CUST-040,Product E,282,128717.96,123234,18,24
2025-12-18,TXN-101207,CUST-008,Product E,193,13502.52,8492,0,42
2026-06-04,TXN-101208,CUST-026,Product N,291,146755.19,139389,12,11
2025-07-26,TXN-101209,CUST-060,Product M,40,9201.84,8560,18,24
2025-12-06,TXN-101210,CUST-043,Product N,294,88251.71,62034,15,10
2025-04-18,TXN-101211,CUST-029,Product H,26,10181.42,7618,0,27
2025-08-24,TXN-101212,CUST-049,Product H,114,25330.67,18468,12,11
2026-02-14,TXN-101213,CUST-004,Product C,8,1834.92,1800,12,52
2025-04-28,TXN-101214,CUST-047,Product C,153,39994.89,40545,25,6
2025-01-31,TXN-101215,CUST-023,Product D,106,22908.84,19610,10,15
2025-09-09,TXN-101216,CUST-013,Product C,105,6263.74,5355,10,5
2025-05-21,TXN-101217,CUST-059,Product G,61,22752.4,12993,10,12
2026-01-14,TXN-101218,CUST-080,Product M,195,76402.23,73710,20,18
2025-03-08,TXN-101219,CUST-025,Product B,78,70420.66,38298,5,22
2026-01-23,TXN-101220,CUST-006,Product L,196,62422.17,39592,5,59
2025-07-13,TXN-101221,CUST-032,Product N,279,84954.44,53010,12,6
2025-10-14,TXN-101222,CUST-063,Product N,69,38888.25,32775,25,11
2025-03-25,TXN-101223,CUST-022,Product M,245,186446.4,108780,0,21
2026-02-02,TXN-101224,CUST-023,Product M,265,78998.92,61215,18,15
2026-01-18,TXN-101225,CUST-035,Product I,252,164636.28,102312,18,23
2026-02-15,TXN-101226,CUST-058,Product K,23,4263.88,3358,5,12
2026-02-10,TXN-101227,CUST-021,Product D,161,59129.88,41377,25,16
2025-09-18,TXN-101228,CUST-057,Product I,48,8346.2,5184,10,21
2025-12-27,TXN-101229,CUST-055,Product D,26,10084.3,7228,12,19
2026-04-24,TXN-101230,CUST-035,Product G,214,78739.03,48792,12,17
2025-01-26,TXN-101231,CUST-046,Product C,231,50531.07,36729,0,7
2025-10-29,TXN-101232,CUST-036,Product N,261,127270.27,78822,0,12
2025-04-11,TXN-101233,CUST-043,Product B,41,10317.42,9184,5,11
2025-12-04,TXN-101234,CUST-025,Product E,159,111045.58,66939,10,27
2025-05-22,TXN-101235,CUST-037,Product N,283,50992.19,48959,10,16
2026-02-18,TXN-101236,CUST-051,Product G,11,5273.18,3091,0,12
2025-08-21,TXN-101237,CUST-071,Product L,112,31947.17,31584,25,29
2026-04-25,TXN-101238,CUST-025,Product L,241,82742.87,51574,12,18
2026-03-04,TXN-101239,CUST-048,Product D,229,115931.4,61830,0,9
2025-05-12,TXN-101240,CUST-044,Product E,9,4296.27,2655,12,12
2026-03-06,TXN-101241,CUST-039,Product G,211,131511.09,90730,20,15
2025-01-24,TXN-101242,CUST-073,Product J,21,2626.95,2331,12,25
2026-02-05,TXN-101243,CUST-025,Product G,109,26775.54,26160,15,20
2025-04-22,TXN-101244,CUST-012,Product F,296,122236.15,80216,10,10
2025-04-17,TXN-101245,CUST-063,Product K,288,33057.19,37440,25,5
2025-07-11,TXN-101246,CUST-038,Product D,40,12529.55,9480,5,26
2026-06-21,TXN-101247,CUST-022,Product B,237,23930.23,16353,0,15
2026-02-25,TXN-101248,CUST-062,Product G,85,8737.74,8160,15,28
2025-03-12,TXN-101249,CUST-056,Product G,110,19832.42,11660,10,27
2026-05-02,TXN-101250,CUST-059,Product C,299,78116.72,59202,20,13
2025-07-26,TXN-101251,CUST-078,Product A,78,21399.81,20904,15,30
2025-09-10,TXN-101252,CUST-060,Product I,173,89091.49,57263,18,23
2025-02-10,TXN-101253,CUST-045,Product L,51,13289.53,9537,18,27
2025-11-01,TXN-101254,CUST-056,Product G,94,24193.11,23688,25,19
2026-01-29,TXN-101255,CUST-006,Product O,98,54014.15,38906,15,42
2025-06-11,TXN-101256,CUST-028,Product E,280,90845.56,52920,0,20
2026-02-26,TXN-101257,CUST-014,Product M,288,58635.05,29376,0,21
2025-11-30,TXN-101258,CUST-006,Product G,235,31817.42,29140,20,49
2025-01-28,TXN-101259,CUST-025,Product B,241,69422.77,56635,15,17
2025-02-08,TXN-101260,CUST-042,Product A,133,22845.14,13034,0,26
2026-04-21,TXN-101261,CUST-057,Product H,241,20672.42,17834,5,9
2026-04-28,TXN-101262,CUST-078,Product N,147,88929.99,69090,0,8
2025-07-01,TXN-101263,CUST-010,Product E,68,37890.4,21284,0,56
2025-01-12,TXN-101264,CUST-028,Product K,144,25905.31,16992,0,27
2025-02-05,TXN-101265,CUST-067,Product O,277,63394.89,41550,0,25
2025-04-16,TXN-101266,CUST-007,Product G,162,51669.19,43254,0,59
2026-01-22,TXN-101267,CUST-026,Product M,108,25160.68,18036,5,7
2025-01-17,TXN-101268,CUST-009,Product G,19,1218.7,893,5,42
2025-04-09,TXN-101269,CUST-066,Product M,90,40523.27,36900,15,8
2025-12-01,TXN-101270,CUST-070,Product F,292,130933.23,105120,5,17
2026-03-15,TXN-101271,CUST-023,Product B,123,19998.46,18327,12,5
2026-02-16,TXN-101272,CUST-029,Product K,166,9272.11,7636,18,7
2025-10-13,TXN-101273,CUST-053,Product K,193,13723.45,11966,5,14
2026-05-27,TXN-101274,CUST-022,Product B,279,185483.06,124155,25,13
2025-04-08,TXN-101275,CUST-043,Product J,171,108122.98,62073,0,10
2025-11-22,TXN-101276,CUST-075,Product N,251,19988.03,18574,25,19
2026-01-27,TXN-101277,CUST-030,Product I,124,60742.2,36828,0,5
2025-05-08,TXN-101278,CUST-080,Product E,126,75582.3,52542,5,7
2025-03-03,TXN-101279,CUST-049,Product C,196,81070.72,57820,0,11
2025-02-08,TXN-101280,CUST-036,Product D,232,183840.52,96976,0,15
2025-02-10,TXN-101281,CUST-030,Product I,217,148197.6,80507,0,28
2025-12-06,TXN-101282,CUST-029,Product F,129,28581.13,18705,5,24
2026-01-26,TXN-101283,CUST-009,Product I,169,34300.05,22477,0,50
2025-03-13,TXN-101284,CUST-017,Product D,31,21366.82,11284,5,7
2025-06-27,TXN-101285,CUST-031,Product J,286,230691.2,132990,5,21
2025-03-22,TXN-101286,CUST-032,Product G,244,59483.93,48556,5,18
2025-06-30,TXN-101287,CUST-026,Product J,132,29392.27,25740,18,13
2026-05-08,TXN-101288,CUST-057,Product B,189,55400.32,45927,18,18
2026-06-02,TXN-101289,CUST-003,Product J,226,101961.41,96954,18,59
2026-01-26,TXN-101290,CUST-077,Product G,47,34769.29,20116,10,22
2025-06-06,TXN-101291,CUST-059,Product I,94,21314.84,16074,10,14
2026-01-20,TXN-101292,CUST-026,Product I,251,22419.34,19076,18,9
2025-07-14,TXN-101293,CUST-063,Product A,11,7336.1,5291,12,17
2026-03-02,TXN-101294,CUST-010,Product G,196,54331.78,46256,25,48
2025-02-09,TXN-101295,CUST-025,Product O,68,31302.27,16116,0,29
2026-03-23,TXN-101296,CUST-008,Product E,183,84679.3,54900,12,55
2026-01-30,TXN-101297,CUST-005,Product O,222,102973.76,92352,18,46
2025-01-29,TXN-101298,CUST-033,Product L,80,23038.34,13840,0,12
2025-06-15,TXN-101299,CUST-051,Product A,64,29003.45,27776,15,27
2025-03-24,TXN-101300,CUST-033,Product I,101,63240.33,49288,15,27
2025-11-06,TXN-101301,CUST-040,Product I,277,149097.45,104429,25,28
2026-02-26,TXN-101302,CUST-019,Product M,50,7067.35,4750,12,13
2025-08-03,TXN-101303,CUST-063,Product O,208,116587.84,82576,0,5
2025-04-10,TXN-101304,CUST-056,Product B,218,90905.21,67144,10,10
2025-06-30,TXN-101305,CUST-024,Product F,100,41465.18,40000,18,21
2025-04-23,TXN-101306,CUST-008,Product H,295,170053.86,134520,5,58
2025-07-07,TXN-101307,CUST-057,Product M,103,29898.93,17716,15,25
2025-04-22,TXN-101308,CUST-016,Product N,90,8562.84,7200,15,13
2025-03-07,TXN-101309,CUST-013,Product F,20,7503.03,6780,18,5
2025-03-04,TXN-101310,CUST-013,Product E,8,5001.04,3040,0,11
2026-06-19,TXN-101311,CUST-063,Product M,8,2777.1,1856,10,20
2025-12-12,TXN-101312,CUST-041,Product J,224,61228.52,47488,12,12
2026-01-05,TXN-101313,CUST-043,Product K,209,71530.3,48697,12,30
2025-04-13,TXN-101314,CUST-004,Product A,238,201259.37,115430,0,54
2025-05-06,TXN-101315,CUST-048,Product N,276,93969.25,50508,5,19
2026-05-02,TXN-101316,CUST-003,Product I,216,94105.47,81648,12,55
2026-01-04,TXN-101317,CUST-030,Product N,28,18466.15,12684,18,24
2026-05-12,TXN-101318,CUST-013,Product G,46,12447.33,10028,18,28
2026-01-30,TXN-101319,CUST-074,Product E,104,42744.97,42016,20,30
2026-06-01,TXN-101320,CUST-071,Product A,70,33845.21,20580,10,19
2025-06-22,TXN-101321,CUST-031,Product O,233,28784.72,23067,20,12
2025-08-05,TXN-101322,CUST-021,Product C,50,7142.4,4700,0,15
2026-01-28,TXN-101323,CUST-016,Product M,148,32490.18,22496,18,26
2025-05-20,TXN-101324,CUST-043,Product O,278,178766.01,101192,0,12
2025-03-08,TXN-101325,CUST-072,Product K,180,68575.92,41940,15,18
2025-08-27,TXN-101326,CUST-012,Product D,137,18951.99,13563,0,15
2025-07-12,TXN-101327,CUST-049,Product L,64,27429.98,21312,12,23
2025-01-02,TXN-101328,CUST-055,Product E,36,16799.39,12312,15,15
2026-01-09,TXN-101329,CUST-029,Product M,69,27144.92,21114,25,8
2026-02-09,TXN-101330,CUST-038,Product A,280,205452.77,133280,0,12
2026-05-27,TXN-101331,CUST-005,Product K,238,45468.29,27370,0,54
2025-11-24,TXN-101332,CUST-062,Product E,262,96665.86,102704,25,25
2025-08-09,TXN-101333,CUST-043,Product H,154,121445.72,61600,0,9
2025-08-04,TXN-101334,CUST-063,Product N,120,84791.52,47760,0,28
2026-02-06,TXN-101335,CUST-055,Product E,86,6236.28,4386,12,26
2026-04-30,TXN-101336,CUST-037,Product F,205,53625.28,49200,10,27
2025-07-19,TXN-101337,CUST-075,Product L,285,74509.15,68685,12,30
2025-02-25,TXN-101338,CUST-018,Product N,160,56107.71,43840,25,19
2026-05-10,TXN-101339,CUST-002,Product E,79,14732.78,11613,5,46
2025-04-15,TXN-101340,CUST-022,Product K,80,30886.86,18560,15,6
2025-04-09,TXN-101341,CUST-066,Product F,247,63203.05,32357,0,25
2025-12-13,TXN-101342,CUST-032,Product J,227,37667.6,26332,15,6
2025-05-02,TXN-101343,CUST-023,Product D,208,63665.63,60320,25,25
2026-01-20,TXN-101344,CUST-036,Product M,50,28743.84,21900,15,25
2026-04-01,TXN-101345,CUST-063,Product F,10,1261.62,1010,0,25
2026-06-06,TXN-101346,CUST-062,Product D,16,6679.1,5440,25,13
2025-04-07,TXN-101347,CUST-039,Product M,97,30385.2,22892,15,23
2025-05-09,TXN-101348,CUST-024,Product B,171,17302.82,12312,20,17
2025-01-21,TXN-101349,CUST-063,Product G,289,170053.86,132362,20,7
2026-06-16,TXN-101350,CUST-027,Product N,280,209336.79,113400,0,26
2025-05-01,TXN-101351,CUST-016,Product C,97,5813.32,4074,12,6
2025-05-12,TXN-101352,CUST-033,Product J,110,42358.69,41140,20,29
2025-02-05,TXN-101353,CUST-022,Product B,68,22833.51,20332,20,18
2025-01-01,TXN-101354,CUST-038,Product D,158,15562.34,9954,20,26
2026-04-01,TXN-101355,CUST-046,Product C,300,121580.01,87300,20,24
2026-06-07,TXN-101356,CUST-005,Product D,55,36571.69,20845,5,41
2025-05-26,TXN-101357,CUST-076,Product E,115,19607.85,12420,5,16
2025-10-12,TXN-101358,CUST-049,Product C,221,25092.22,17238,10,25
2025-06-17,TXN-101359,CUST-019,Product G,238,32398.02,19516,15,22
2025-07-28,TXN-101360,CUST-048,Product B,142,85552.34,51688,5,23
2026-06-08,TXN-101361,CUST-056,Product J,88,36356.26,22352,12,17
2025-01-27,TXN-101362,CUST-015,Product J,131,11422.04,10349,20,26
2026-02-21,TXN-101363,CUST-035,Product B,173,68478.39,63491,12,9
2025-08-20,TXN-101364,CUST-049,Product E,10,1257.35,900,5,8
2025-05-07,TXN-101365,CUST-063,Product C,274,160373.08,112888,25,8
2025-12-24,TXN-101366,CUST-078,Product L,297,179418.11,143451,10,8
2025-02-19,TXN-101367,CUST-069,Product C,167,92290.68,70808,12,22
2026-02-17,TXN-101368,CUST-020,Product H,70,11154.56,12040,20,26
2025-05-10,TXN-101369,CUST-048,Product C,198,115985.62,65340,0,27
2025-09-13,TXN-101370,CUST-046,Product K,219,110834.36,87819,18,30
2026-04-25,TXN-101371,CUST-030,Product I,151,42848.97,27331,20,14
2025-03-31,TXN-101372,CUST-011,Product E,213,130881.82,92442,0,7
2025-09-03,TXN-101373,CUST-071,Product B,89,32071.97,29726,10,20
2025-01-11,TXN-101374,CUST-066,Product G,265,113888.92,109710,18,26
2025-05-08,TXN-101375,CUST-055,Product G,12,5587.66,4260,0,27
2025-12-20,TXN-101376,CUST-058,Product D,275,134154.83,107250,25,10
2026-06-21,TXN-101377,CUST-066,Product O,120,18790.46,15480,0,16
2025-02-22,TXN-101378,CUST-044,Product G,258,78176.39,60372,0,26
2025-09-13,TXN-101379,CUST-038,Product N,281,240448.78,133475,0,14
2026-05-10,TXN-101380,CUST-051,Product E,140,18021.46,20860,25,11
2025-11-09,TXN-101381,CUST-080,Product O,268,193860.23,123816,18,20
2025-02-28,TXN-101382,CUST-046,Product F,8,3939.56,2840,10,8
2025-01-06,TXN-101383,CUST-056,Product F,100,35558.14,24500,0,20
2025-07-22,TXN-101384,CUST-016,Product B,275,135542.56,83325,15,20
2025-01-08,TXN-101385,CUST-039,Product C,133,28120.56,20615,12,16
2026-03-15,TXN-101386,CUST-057,Product O,98,56614.7,30772,0,26
2026-03-26,TXN-101387,CUST-046,Product C,76,29981.32,16796,0,27
2025-07-23,TXN-101388,CUST-054,Product B,102,18994.26,18870,15,28
2025-12-06,TXN-101389,CUST-035,Product O,21,3605.62,2562,18,8
2026-03-08,TXN-101390,CUST-042,Product H,286,153337.52,83798,0,29
2026-02-14,TXN-101391,CUST-003,Product I,204,27138.16,21828,0,39
